Business Area,Cost element name,Cost Element Group,Cost Element Sub Group,Value Column Name,Value
"Distribution","Indemnification and Separation Allowance","CAPEX","CAPEX","LE1",
"Distribution","Indemnification and Separation Allowance","Depr & Amort","Amortization","LE1",
"Distribution","Indemnification and Separation Allowance","Depr & Amort","Depreciation","LE1",
"Distribution","Indemnification and Separation Allowance","Hardware & Software","Hardware","LE1",
"Distribution","Indemnification and Separation Allowance","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Indemnification and Separation Allowance","Hardware & Software","Software","LE1",
"Distribution","Indemnification and Separation Allowance","Hardware & Software","Software Maintenance","LE1",
"Distribution","Indemnification and Separation Allowance","Labor","External Labor","LE1",
"Distribution","Indemnification and Separation Allowance","Labor","Internal Labor","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Employee Performance","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Legal","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Moving","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Other","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Project Expenses","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Recognition","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Severance","LE1","-39411.423"
"Distribution","Indemnification and Separation Allowance","Other","Supplies","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Taxes","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Telecomm","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Training","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Travel","LE1",
"Distribution","Indemnification and Separation Allowance","Other","Vehicles","LE1",
"Distribution","Indemnification and Separation Allowance","Shared Services","Inbound Allocations","LE1",
"Distribution","Indemnification and Separation Allowance","Shared Services","Outbound Allocations","LE1",
"Distribution","Other Miscellaneous Expense","Administrative","Administrative","LE1",
"Distribution","Other Miscellaneous Expense","CAPEX","CAPEX","LE1",
"Distribution","Other Miscellaneous Expense","Depr & Amort","Amortization","LE1",
"Distribution","Other Miscellaneous Expense","Depr & Amort","Depreciation","LE1",
"Distribution","Other Miscellaneous Expense","Hardware & Software","Hardware","LE1",
"Distribution","Other Miscellaneous Expense","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Other Miscellaneous Expense","Hardware & Software","Software","LE1",
"Distribution","Other Miscellaneous Expense","Hardware & Software","Software Maintenance","LE1",
"Distribution","Other Miscellaneous Expense","Labor","External Labor","LE1",
"Distribution","Other Miscellaneous Expense","Labor","Internal Labor","LE1",
"Distribution","Other Miscellaneous Expense","Other","Employee Performance","LE1",
"Distribution","Other Miscellaneous Expense","Other","Legal","LE1",
"Distribution","Other Miscellaneous Expense","Other","Moving","LE1",
"Distribution","Other Miscellaneous Expense","Other","Other","LE1","-98956.40999999993"
"Distribution","Other Miscellaneous Expense","Other","Project Expenses","LE1",
"Distribution","Other Miscellaneous Expense","Other","Recognition","LE1",
"Distribution","Other Miscellaneous Expense","Other","Severance","LE1",
"Distribution","Other Miscellaneous Expense","Other","Supplies","LE1",
"Distribution","Other Miscellaneous Expense","Other","Taxes","LE1",
"Distribution","Other Miscellaneous Expense","Other","Telecomm","LE1",
"Distribution","Other Miscellaneous Expense","Other","Training","LE1",
"Distribution","Other Miscellaneous Expense","Other","Travel","LE1",
"Distribution","Other Miscellaneous Expense","Other","Vehicles","LE1",
"Distribution","Other Miscellaneous Expense","Shared Services","Inbound Allocations","LE1",
"Distribution","Other Miscellaneous Expense","Shared Services","Outbound Allocations","LE1",
"Distribution","Adjustments","Administrative","Administrative","LE1",
"Distribution","Adjustments","CAPEX","CAPEX","LE1",
"Distribution","Adjustments","Depr & Amort","Amortization","LE1",
"Distribution","Adjustments","Depr & Amort","Depreciation","LE1",
"Distribution","Adjustments","Hardware & Software","Hardware","LE1",
"Distribution","Adjustments","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Adjustments","Hardware & Software","Software","LE1",
"Distribution","Adjustments","Hardware & Software","Software Maintenance","LE1",
"Distribution","Adjustments","Labor","External Labor","LE1",
"Distribution","Adjustments","Labor","Internal Labor","LE1","-199781.4"
"Distribution","Adjustments","Other","Employee Performance","LE1",
"Distribution","Adjustments","Other","Legal","LE1",
"Distribution","Adjustments","Other","Moving","LE1",
"Distribution","Adjustments","Other","Other","LE1",
"Distribution","Adjustments","Other","Project Expenses","LE1",
"Distribution","Adjustments","Other","Recognition","LE1",
"Distribution","Adjustments","Other","Severance","LE1",
"Distribution","Adjustments","Other","Supplies","LE1",
"Distribution","Adjustments","Other","Taxes","LE1",
"Distribution","Adjustments","Other","Telecomm","LE1",
"Distribution","Adjustments","Other","Training","LE1",
"Distribution","Adjustments","Other","Travel","LE1",
"Distribution","Adjustments","Other","Vehicles","LE1",
"Distribution","Adjustments","Shared Services","Inbound Allocations","LE1",
"Distribution","Adjustments","Shared Services","Outbound Allocations","LE1",
"Distribution","Administrative Other","Administrative","Administrative","LE1","-650991.1603500003"
"Distribution","Administrative Other","CAPEX","CAPEX","LE1",
"Distribution","Administrative Other","Depr & Amort","Amortization","LE1",
"Distribution","Administrative Other","Depr & Amort","Depreciation","LE1",
"Distribution","Administrative Other","Hardware & Software","Hardware","LE1",
"Distribution","Administrative Other","Hardware & Software","Hardware Maintenance","LE1",
"Distribution","Administrative Other","Hardware & Software","Software","LE1",
"Distribution","Administrative Other","Hardware & Software","Software Maintenance","LE1",
"Distribution","Administrative Other","Labor","External Labor","LE1",
"Distribution","Administrative Other","Labor","Internal Labor","LE1",
"Distribution","Administrative Other","Other","Employee Performance","LE1",
"Distribution","Administrative Other","Other","Legal","LE1",
"Distribution","Administrative Other","Other","Moving","LE1",
"Distribution","Administrative Other","Other","Other","LE1",
"Distribution","Administrative Other","Other","Project Expenses","LE1",
"Distribution","Administrative Other","Other","Recognition","LE1",
"Distribution","Administrative Other","Other","Severance","LE1",
"Distribution","Administrative Other","Other","Supplies","LE1",
"Distribution","Administrative Other","Other","Taxes","LE1",
"Distribution","Administrative Other","Other","Telecomm","LE1",
"Distribution","Administrative Other","Other","Training","LE1",
"Distribution","Administrative Other","Other","Travel","LE1",
"Distribution","Administrative Other","Other","Vehicles","LE1",
"Distribution","Administrative Other","Shared Services","Inbound Allocations","LE1",
"Distribution","Administrative Other","Shared Services","Outbound Allocations","LE1",
"Services","Regular Salaries And Wages","Administrative","Administrative","LE1",
"Services","Regular Salaries And Wages","CAPEX","CAPEX","LE1",
"Services","Regular Salaries And Wages","Depr & Amort","Amortization","LE1",
"Services","Regular Salaries And Wages","Depr & Amort","Depreciation","LE1",
"Services","Regular Salaries And Wages","Hardware & Software","Hardware","LE1",
"Services","Regular Salaries And Wages","Hardware & Software","Hardware Maintenance","LE1",
"Services","Regular Salaries And Wages","Hardware & Software","Software","LE1",
"Services","Regular Salaries And Wages","Hardware & Software","Software Maintenance","LE1",
"Services","Regular Salaries And Wages","Labor","External Labor","LE1",
"Services","Regular Salaries And Wages","Labor","Internal Labor","LE1","4905767.360999998"
"Services","Regular Salaries And Wages","Other","Employee Performance","LE1",
"Services","Regular Salaries And Wages","Other","Legal","LE1",
"Services","Regular Salaries And Wages","Other","Moving","LE1",
"Services","Regular Salaries And Wages","Other","Other","LE1",
"Services","Regular Salaries And Wages","Other","Project Expenses","LE1",
"Services","Regular Salaries And Wages","Other","Recognition","LE1",
"Services","Regular Salaries And Wages","Other","Severance","LE1",
"Services","Regular Salaries And Wages","Other","Supplies","LE1",
"Services","Regular Salaries And Wages","Other","Taxes","LE1",
"Services","Regular Salaries And Wages","Other","Telecomm","LE1",
"Services","Regular Salaries And Wages","Other","Training","LE1",
"Services","Regular Salaries And Wages","Other","Travel","LE1",
"Services","Regular Salaries And Wages","Other","Vehicles","LE1",
"Services","Regular Salaries And Wages","Shared Services","Inbound Allocations","LE1",
"Services","Regular Salaries And Wages","Shared Services","Outbound Allocations","LE1",
"Services","Outsourcing","Administrative","Administrative","LE1",
"Services","Outsourcing","CAPEX","CAPEX","LE1",
"Services","Outsourcing","Depr & Amort","Amortization","LE1",
"Services","Outsourcing","Depr & Amort","Depreciation","LE1",
"Services","Outsourcing","Hardware & Software","Hardware","LE1",
"Services","Outsourcing","Hardware & Software","Hardware Maintenance","LE1",
"Services","Outsourcing","Hardware & Software","Software","LE1",
"Services","Outsourcing","Hardware & Software","Software Maintenance","LE1",
"Services","Outsourcing","Labor","External Labor","LE1","1720705.464"
"Services","Outsourcing","Labor","Internal Labor","LE1",
"Services","Outsourcing","Other","Employee Performance","LE1",
"Services","Outsourcing","Other","Legal","LE1",
"Services","Outsourcing","Other","Moving","LE1",
"Services","Outsourcing","Other","Other","LE1",
"Services","Outsourcing","Other","Project Expenses","LE1",
"Services","Outsourcing","Other","Recognition","LE1",
"Services","Outsourcing","Other","Severance","LE1",
"Services","Outsourcing","Other","Supplies","LE1",
"Services","Outsourcing","Other","Taxes","LE1",
"Services","Outsourcing","Other","Telecomm","LE1",
"Services","Outsourcing","Other","Training","LE1",
"Services","Outsourcing","Other","Travel","LE1",
"Services","Outsourcing","Other","Vehicles","LE1",
"Services","Outsourcing","Shared Services","Inbound Allocations","LE1",
"Services","Outsourcing","Shared Services","Outbound Allocations","LE1",
"Services","Professional Services","Administrative","Administrative","LE1",
"Services","Professional Services","CAPEX","CAPEX","LE1",
"Services","Professional Services","Depr & Amort","Amortization","LE1",
"Services","Professional Services","Depr & Amort","Depreciation","LE1",
"Services","Professional Services","Hardware & Software","Hardware","LE1",
"Services","Professional Services","Hardware & Software","Hardware Maintenance","LE1",
"Services","Professional Services","Hardware & Software","Software","LE1",
"Services","Professional Services","Hardware & Software","Software Maintenance","LE1",
"Services","Professional Services","Labor","External Labor","LE1","1329210.1259999997"
"Services","Professional Services","Labor","Internal Labor","LE1",
"Services","Professional Services","Other","Employee Performance","LE1",
"Services","Professional Services","Other","Legal","LE1",
"Services","Professional Services","Other","Moving","LE1",
"Services","Professional Services","Other","Other","LE1",
"Services","Professional Services","Other","Project Expenses","LE1",
"Services","Professional Services","Other","Recognition","LE1",
"Services","Professional Services","Other","Severance","LE1",
"Services","Professional Services","Other","Supplies","LE1",
"Services","Professional Services","Other","Taxes","LE1",
"Services","Professional Services","Other","Telecomm","LE1",
"Services","Professional Services","Other","Training","LE1",
"Services","Professional Services","Other","Travel","LE1",
"Services","Professional Services","Other","Vehicles","LE1",
"Services","Professional Services","Shared Services","Inbound Allocations","LE1",
"Services","Professional Services","Shared Services","Outbound Allocations","LE1",
"Services","Software Maintenance","Administrative","Administrative","LE1",
"Services","Software Maintenance","CAPEX","CAPEX","LE1",
"Services","Software Maintenance","Depr & Amort","Amortization","LE1",
"Services","Software Maintenance","Depr & Amort","Depreciation","LE1",
"Services","Software Maintenance","Hardware & Software","Hardware","LE1",
"Services","Software Maintenance","Hardware & Software","Hardware Maintenance","LE1",
"Services","Software Maintenance","Hardware & Software","Software","LE1",
